metric_type,domain,age_group,risk_level,sex,feedback_text,No,質問項目,age,年齢
KHQ_Q6,,前期高齢者,改善要,女性,体重が減少していることは、栄養状態や健康に影響を与える可能性がありますので、食事内容や生活習慣について一度相談してみることをお勧めします。少しずつ改善を目指して、一緒に取り組んでいきましょう。,,,,
KHQ_Q6,,後期高齢者,正常,男性,体重の変化がなく、良好な状態を維持されていることをお喜び申し上げます。この調子で、定期的に体重や筋力をチェックし、健康的な食事や運動を続けていきましょう。,,,,
KHQ_Q6,,後期高齢者,正常,女性,体重の変化がなく、良好な状態を維持されていることをお喜び申し上げます。この調子で、定期的な体重測定や食事・運動の継続を心がけて、健康を大切にしてください。,,,,
KHQ_Q6,,後期高齢者,注意,男性,体重が減少していることに注意が必要ですが、日々の食事や運動を見直す良い機会です。何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q6,,後期高齢者,注意,女性,最近の体重減少が見られたとのことですが、栄養状態や生活習慣について一緒に考えていきましょう。何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q6,,後期高齢者,改善要,男性,最近の体重減少が気になるようですね。栄養状態を見直す良い機会ですので、食事や生活習慣についてぜひご相談ください。,,,,
KHQ_Q6,,後期高齢者,改善要,女性,体重が減少しているとのことですが、栄養状態や生活習慣について見直す良い機会です。ぜひ、食事内容や運動について相談してみてください。,,,,
KHQ_Q7,,青年期,正常,男性,歩く速度が正常であることは素晴らしいことですので、ぜひこの調子で日常的な運動を続けて、健康を維持していきましょう。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q7,,青年期,正常,女性,歩く速度が正常であることは素晴らしいことですので、ぜひこの調子で日常の歩行や簡単な筋トレを続けて、健康を維持していきましょう。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q7,,青年期,注意,男性,歩く速度が遅くなっていると感じることは、身体の変化の一つですので、無理をせず日常的に軽い運動を取り入れてみると良いでしょう。もし不安なことがあれば、ぜひ相談してください。,,,,
KHQ_Q7,,青年期,注意,女性,歩く速度が遅くなっていると感じることは、身体の変化の一つですので、無理をせずに日常的な運動を取り入れてみると良いでしょう。もし気になることがあれば、ぜひ相談してみてください。,,,,
KHQ_Q7,,青年期,改善要,男性,歩く速度が遅くなっていると感じられるとのことですが、日常生活での運動を少しずつ取り入れることで、改善が期待できます。もしお困りのことがあれば、ぜひご相談ください。,,,,
KHQ_Q7,,青年期,改善要,女性,歩く速度が遅くなっていると感じることは、身体の変化の一つですので、少しずつ筋力やバランスを意識した運動を取り入れてみると良いでしょう。もし不安なことがあれば、ぜひ相談してくださいね。,,,,
KHQ_Q7,,壮年期,正常,男性,歩く速度が正常であることをお知らせできて嬉しく思います。今後も日常的に歩くことや簡単な筋力トレーニングを続け、健康を維持していきましょう。,,,,
KHQ_Q7,,壮年期,正常,女性,現在の歩行速度が正常であることは素晴らしいことですので、日常的に歩くことや軽い筋力トレーニングを続けて、健康を維持していきましょう。もし何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q7,,壮年期,注意,男性,歩く速度が遅くなってきたと感じられるとのことですが、日常生活での運動を少しずつ取り入れることで、身体機能の維持が期待できます。もし気になることがあれば、ぜひ相談してみてください。,,,,
KHQ_Q7,,壮年期,注意,女性,歩く速度が以前より遅くなっていると感じられるとのこと、日常生活での動きに少し工夫を加えることで、より快適に過ごせるかもしれません。もしご不安な点があれば、ぜひご相談ください。,,,,
KHQ_Q7,,壮年期,改善要,男性,歩く速度が遅くなっていると感じられるとのことですが、日常生活での運動を少しずつ取り入れることで、改善が期待できます。もしご不安な点があれば、ぜひご相談ください。,,,,
KHQ_Q7,,壮年期,改善要,女性,歩く速度が遅くなっていると感じられるとのことですが、日常生活において少しずつ体を動かすことを心がけてみてください。もし不安や痛みがある場合は、ぜひご相談ください。,,,,
KHQ_Q7,,前期高齢者,正常,男性,歩く速度が正常であることは素晴らしいことですので、今後も日常的に歩くことや簡単な筋力トレーニングを続けて、健康を維持していきましょう。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q7,,前期高齢者,正常,女性,現在の歩行速度が正常であることをお伝えできて嬉しく思います。引き続き日常的な運動を楽しみながら、無理のない範囲で体を動かしていきましょう。,,,,
KHQ_Q7,,前期高齢者,注意,男性,歩く速度が遅くなっていると感じられるとのことですが、日常生活での運動や簡単な体操を取り入れることで、少しずつ改善が期待できます。もし気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q7,,前期高齢者,注意,女性,歩く速度が遅くなってきたと感じられるとのことですが、日常生活での運動を少しずつ取り入れることで、体力の維持や向上が期待できます。もし不安や痛みを感じることがあれば、ぜひご相談ください。,,,,
KHQ_Q7,,前期高齢者,改善要,男性,歩く速度が遅くなっていると感じているとのことですが、日常的に軽い運動やストレッチを取り入れることで、筋力やバランスを向上させることができます。もしお困りのことがあれば、ぜひご相談ください。,,,,
KHQ_Q7,,前期高齢者,改善要,女性,歩く速度が遅くなっていると感じているとのことですが、日常生活での運動を少しずつ取り入れることで、身体機能の改善が期待できます。もしお困りのことがあれば、ぜひご相談ください。,,,,
KHQ_Q7,,後期高齢者,正常,男性,歩く速度が正常であることは素晴らしいことですので、日常的に歩くことや軽い筋トレを続けて、健康を維持していきましょう。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q7,,後期高齢者,正常,女性,歩く速度が正常であることは素晴らしいことですので、今後も日常的な歩行や軽い体操を続けて、健康を維持していきましょう。もし何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q7,,後期高齢者,注意,男性,歩く速度が遅くなっていると感じることは、身体の変化の一つですので、無理をせずに日常的な運動を続けることが大切です。もし気になることがあれば、ぜひ相談してみてください。,,,,
KHQ_Q7,,後期高齢者,注意,女性,歩く速度が遅くなってきたと感じることは、少し注意が必要ですが、日常生活での運動や体操を続けることで改善が期待できます。もしお困りのことがあれば、ぜひご相談ください。,,,,
KHQ_Q7,,後期高齢者,改善要,男性,歩く速度が遅くなってきたと感じられるとのことですが、日常生活での運動を少しずつ取り入れることで、身体機能の改善が期待できます。もしお困りのことがあれば、ぜひご相談ください。,,,,
KHQ_Q7,,後期高齢者,改善要,女性,歩く速度が遅くなっていると感じられるとのことですが、日常的に軽い運動やストレッチを取り入れることで、少しずつ改善が期待できます。もしお体に不安がある場合は、ぜひご相談ください。,,,,
KHQ_Q8,,青年期,正常,男性,転倒歴がないとのことで、素晴らしいですね。この調子で、転倒予防のための行動を続けていきましょう。,,,,
KHQ_Q8,,青年期,正常,女性,転倒歴がないことは素晴らしいことですので、今後も安全な環境を維持し、転倒予防のための行動を続けていきましょう。何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q8,,青年期,注意,男性,転倒歴があるとのこと、まずはそのことを認識されているのは大切な一歩です。今後は住環境や日常の行動を見直し、転倒予防に取り組むことで、より安心して過ごせるようになるでしょうので、何か気になることがあればぜひご相談ください。,,,,
KHQ_Q8,,青年期,注意,女性,過去1年間に転倒されたとのこと、注意が必要ですので、住環境や履物の見直しを行い、転倒予防に努めていきましょう。何か不安なことがあれば、ぜひご相談ください。,,,,
KHQ_Q8,,青年期,改善要,男性,転倒歴があるとのことですので、今後の予防策として、住環境の見直しや運動習慣の導入を検討してみてはいかがでしょうか。何か不安なことがあれば、ぜひご相談ください。,,,,
KHQ_Q8,,青年期,改善要,女性,過去1年間に転倒されたとのこと、まずはそのことを認識されているのは大切な第一歩です。転倒を防ぐために、住環境や日常の動作を見直すことをお勧めしますので、何か気になることがあればぜひご相談ください。,,,,
KHQ_Q8,,壮年期,正常,男性,転倒歴がないとのことで、素晴らしいですね。この調子で転倒予防に努め、定期的に環境を見直すことをお勧めします。,,,,
KHQ_Q8,,壮年期,正常,女性,転倒歴がないとのことで、素晴らしいですね。この調子で、転倒予防のための環境整備や運動を続けていきましょう。,,,,
KHQ_Q8,,壮年期,注意,男性,転倒歴があるとのことですが、日常生活での安全対策を見直す良い機会です。環境や履物の点検を行い、必要に応じて専門家に相談してみることをお勧めします。,,,,
KHQ_Q8,,壮年期,注意,女性,転倒歴があるとのことですが、日常生活での転倒予防を意識することが大切です。環境を整えたり、運動を取り入れることで、さらに安全に過ごせるようになりますので、ぜひご相談ください。,,,,
KHQ_Q8,,壮年期,改善要,男性,転倒歴があるとのことですので、住環境や日常の動作を見直すことが大切です。ぜひ、周囲の方や専門家に相談しながら、転倒予防に取り組んでいきましょう。,,,,
KHQ_Q8,,壮年期,改善要,女性,転倒歴があるとのことですが、日常生活の中での安全対策を見直す良い機会です。環境や履物の点検を行い、必要であれば専門家に相談してみることをお勧めします。,,,,
KHQ_Q8,,前期高齢者,正常,男性,転倒歴がないとのこと、素晴らしいですね。この調子で、転倒予防のための環境整備や運動を続けていきましょう。,,,,
KHQ_Q8,,前期高齢者,正常,女性,転倒歴がないとのことで、素晴らしいですね。この調子で、転倒予防のための環境整備や運動を続けていきましょう。,,,,
KHQ_Q8,,前期高齢者,注意,男性,転倒歴があるとのことですが、日常生活での安全対策を見直す良い機会です。環境や履物の点検を行い、必要であれば専門家に相談してみてください。,,,,
KHQ_Q8,,前期高齢者,注意,女性,転倒歴があるとのことですが、日常生活での安全対策を見直す良い機会です。環境や履物の点検を行い、必要であれば相談してみることをお勧めします。,,,,
KHQ_Q8,,前期高齢者,改善要,男性,過去1年間に転倒されたとのこと、まずはそのことに気づかれたことが大切です。今後は住環境の見直しや運動を通じて、転倒予防に取り組むことをお勧めしますので、何か気になることがあればぜひご相談ください。,,,,
KHQ_Q8,,前期高齢者,改善要,女性,転倒の経験があるとのこと、まずはそのことに気づかれたことを大切にしましょう。今後は、住環境の見直しや運動を通じて、より安全な生活を目指していくことが大切ですので、何か気になることがあればぜひご相談ください。,,,,
KHQ_Q8,,後期高齢者,正常,男性,転倒歴がないとのことで、素晴らしいですね。この調子で、転倒予防のための環境整備や運動を続けていきましょう。,,,,
KHQ_Q8,,後期高齢者,正常,女性,転倒歴がないとのことで、素晴らしいですね。この調子で、転倒予防のための環境整備や運動を続けていきましょう。,,,,
KHQ_Q8,,後期高齢者,注意,男性,転倒歴があるとのことですが、日常生活の中で転倒を防ぐための環境整備や運動を続けることが大切ですので、ぜひご相談ください。あなたの安全を守るための一歩を一緒に考えていきましょう。,,,,
KHQ_Q8,,後期高齢者,注意,女性,転倒歴があるとのことですが、日常生活の中での転倒予防に取り組むことが大切ですので、環境や履物の見直しを行い、何か気になることがあればぜひご相談ください。あなたの安全な生活をサポートするために、少しずつ改善を進めていきましょう。,,,,
KHQ_Q8,,後期高齢者,改善要,男性,転倒歴があるとのことですが、環境や身体機能を見直すことで、さらなる安全を確保できますので、ぜひご相談ください。日常生活での小さな工夫が大きな安心につながります。,,,,
KHQ_Q8,,後期高齢者,改善要,女性,転倒歴があるとのことですので、住環境や履物の見直しを行い、転倒予防に努めることが大切です。何か不安なことがあれば、ぜひご相談ください。,,,,
KHQ_Q9,,青年期,正常,男性,定期的に運動を行っていることは素晴らしいことですので、この調子で続けていきましょう。さらに運動の頻度や内容を見直すことで、より健康的な生活をサポートできますので、何か気になることがあればお気軽にご相談ください。,,,,
KHQ_Q9,,青年期,正常,女性,定期的に運動を行っていることは素晴らしいことですので、その習慣を維持しながら、さらに運動の頻度や内容を少しずつ増やしてみると、より健康的な生活を送ることができるでしょう。もし何か気になることがあれば、ぜひ相談してくださいね。,,,,
KHQ_Q9,,青年期,注意,男性,運動を週に1回以上行うことは、健康維持にとても重要ですので、ぜひ少しずつでも運動を取り入れてみてください。もし不安や疑問があれば、いつでも相談してくださいね。,,,,
KHQ_Q9,,青年期,注意,女性,運動を週に1回以上行うことができると、健康維持に大きく貢献しますので、ぜひ少しずつでも運動を取り入れてみてください。もし不安な点があれば、いつでもご相談ください。,,,,
KHQ_Q9,,青年期,改善要,男性,運動を週に1回以上行うことができると、健康維持に大いに役立ちますので、ぜひ少しずつでも身体を動かす時間を増やしてみてください。もし何か不安なことがあれば、いつでもご相談ください。,,,,
KHQ_Q9,,青年期,改善要,女性,運動を週に1回以上行うことができると、心身の健康をさらに向上させることができますので、ぜひ短時間からでも始めてみてください。もし不安な点があれば、いつでもご相談ください。,,,,
KHQ_Q9,,壮年期,正常,男性,定期的に運動を行っていることは素晴らしい習慣ですので、その調子を維持しながら、さらに運動の頻度や内容を少しずつ見直してみると良いでしょう。もし何か気になることがあれば、ぜひ相談してください。,,,,
KHQ_Q9,,壮年期,正常,女性,定期的に運動を行っていることは素晴らしいことですので、その習慣を維持しながら、さらに運動の頻度や内容を少しずつ増やしてみるのも良いかもしれません。もし何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q9,,壮年期,注意,男性,運動を週に1回以上行うことは健康維持に重要ですので、少しずつ運動の頻度を増やしてみることをお勧めします。もし不安な点があれば、ぜひご相談ください。,,,,
KHQ_Q9,,壮年期,注意,女性,運動を週に1回以上行うことができると、健康維持に大いに役立ちますので、ぜひ少しずつでも運動を取り入れてみてください。もし不安なことがあれば、いつでも相談してくださいね。,,,,
KHQ_Q9,,壮年期,改善要,男性,運動を週に1回以上行うことが大切ですので、短時間からでも始めてみると良いでしょう。少しずつ身体を動かす習慣を取り入れ、健康的な生活を目指していきましょう。,,,,
KHQ_Q9,,壮年期,改善要,女性,運動を週に1回以上行うことが難しい状況ですね。まずは短時間から始めて、少しずつ運動の頻度を増やしていくことを目指してみましょう。,,,,
KHQ_Q9,,前期高齢者,正常,男性,定期的に運動を行っていることは素晴らしいことですので、その習慣を維持しながら、さらに運動の頻度や内容を少しずつ増やしてみると、より健康的な生活が送れるかもしれません。もし何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q9,,前期高齢者,正常,女性,定期的に運動を行っていることは素晴らしいことですので、その習慣を大切にしながら、さらに運動の頻度や内容を少しずつ見直してみると、より健康的な生活を送ることができるでしょう。もし何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q9,,前期高齢者,注意,男性,運動を週に1回以上行うことができていないようですので、まずは短時間から始めてみることをお勧めします。少しずつ身体を動かす習慣を取り入れ、健康維持に繋げていきましょう。,,,,
KHQ_Q9,,前期高齢者,注意,女性,運動を週に1回以上行うことは、健康維持にとても重要ですので、ぜひ少しずつ運動の頻度を増やしてみてください。もし不安なことがあれば、いつでもご相談ください。,,,,
KHQ_Q9,,前期高齢者,改善要,男性,運動を週に1回以上行うことが大切ですので、まずは短い時間からでも始めてみましょう。少しずつ運動の頻度を増やしていくことで、健康維持につながりますので、ぜひご相談ください。,,,,
KHQ_Q9,,前期高齢者,改善要,女性,運動を週に1回以上行うことが大切ですので、短時間からでも始めてみると良いでしょう。もしご不安な点があれば、ぜひご相談ください。,,,,
KHQ_Q9,,後期高齢者,正常,男性,定期的に運動を行っていることは素晴らしいことですので、その習慣を維持しながら、さらに運動の種類や強度を少しずつ増やしてみるのも良いかもしれません。もし何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q9,,後期高齢者,正常,女性,定期的に運動を行っていることは素晴らしいことですので、その習慣を維持しながら、さらに運動の種類や頻度を少しずつ増やしてみるのも良いかもしれません。もし何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q9,,後期高齢者,注意,男性,運動を週に1回以上行うことができると、健康維持に大変効果的ですので、ぜひ少しずつ運動の頻度を増やしてみてください。もし何か不安なことがあれば、気軽に相談してくださいね。,,,,
KHQ_Q9,,後期高齢者,注意,女性,運動を週に1回以上行うことは、健康維持にとても大切ですので、ぜひ少しずつでも身体を動かす時間を増やしてみてください。もし不安なことがあれば、いつでも相談してくださいね。,,,,
KHQ_Q9,,後期高齢者,改善要,男性,運動を週に1回以上行うことが難しい状況ですね。まずは短時間から始めて、少しずつ運動を増やしていくことを考えてみましょう。,,,,
KHQ_Q9,,後期高齢者,改善要,女性,運動を週に1回以上行うことが大切ですので、ぜひ短時間からでも始めてみてください。もし不安なことがあれば、いつでもご相談ください。,,,,
KHQ_Q10,,青年期,正常,男性,周囲からの物忘れの指摘がないとのことで、素晴らしい状態を維持されていますね。もし気になることがあれば、いつでも相談してください。,,,,
KHQ_Q10,,青年期,正常,女性,周りの方からの指摘がないとのことで、素晴らしい状態を維持されていますね。今後も気になることがあれば、いつでも相談してください。,,,,
KHQ_Q10,,青年期,注意,男性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こり得ることですので、まずは気軽にご相談いただければと思います。日常生活での記録やメモを活用することで、より安心して過ごせるかもしれません。,,,,
KHQ_Q10,,青年期,注意,女性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こりうることですので、まずは気軽にご相談いただければと思います。日常生活でのサポートや工夫を取り入れることで、より快適に過ごせるかもしれません。,,,,
KHQ_Q10,,青年期,改善要,男性,周りの方から物忘れについて指摘されることがあるとのことですが、これは改善の余地があるサインですので、ぜひご自身の状態について相談してみてください。日常生活での記録やメモを活用することで、より安心して過ごせるようになるかもしれません。,,,,
KHQ_Q10,,青年期,改善要,女性,周りの方から物忘れについて指摘されているとのことですが、これは早期の気づきとして大切なサインです。日常生活でのメモやカレンダーの活用を試みるとともに、気になることがあればぜひ相談してくださいね。,,,,
KHQ_Q10,,壮年期,正常,男性,周りからの指摘がないことは素晴らしいことですので、今の調子を維持しながら、日々の健康管理を続けてください。もし気になることがあれば、いつでも相談してくださいね。,,,,
KHQ_Q10,,壮年期,正常,女性,周囲からの指摘がないことは素晴らしいことですので、今の調子を維持しながら、気になることがあればいつでも相談してください。日々の生活を楽しみながら、健康を大切にしてくださいね。,,,,
KHQ_Q10,,壮年期,注意,男性,周囲から物忘れを指摘されることがあるとのことですが、これは軽度認知障害の早期兆候かもしれませんので、ぜひご自身の状態について相談してみてください。また、日常生活でのメモやカレンダーの活用もお勧めです。,,,,
KHQ_Q10,,壮年期,注意,女性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こり得ることですので、まずは日常生活の中でメモを活用するなどの工夫をしてみてください。気になることがあれば、ぜひ専門家に相談してみることをお勧めします。,,,,
KHQ_Q10,,壮年期,改善要,男性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こり得ることですので、まずは日常生活の中でメモを活用するなどの工夫をしてみてはいかがでしょうか。気になることがあれば、ぜひ専門家に相談してみてください。,,,,
KHQ_Q10,,壮年期,改善要,女性,周りの方から物忘れについて指摘されることがあるとのことですが、これは早期のサポートが必要なサインかもしれません。日常生活での記録やメモを活用し、気になることがあればぜひご相談ください。,,,,
KHQ_Q10,,前期高齢者,正常,男性,周りの方から物忘れについて指摘されていないとのことで、素晴らしい状態を維持されていますね。今後も健康を保つために、気になることがあればいつでも相談してください。,,,,
KHQ_Q10,,前期高齢者,正常,女性,周りの方から物忘れについて指摘されていないとのこと、素晴らしいことです。今後も健康を維持するために、気になることがあればいつでも相談してください。,,,,
KHQ_Q10,,前期高齢者,注意,男性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こり得ることですので、まずは日常生活の中でメモを活用するなどの工夫をしてみてください。また、気になることがあれば、ぜひ相談してみてください。,,,,
KHQ_Q10,,前期高齢者,注意,女性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こり得ることですので、まずは気軽にご相談いただければと思います。日常生活の中でメモを活用するなど、少しずつ工夫をしてみるのも良いかもしれません。,,,,
KHQ_Q10,,前期高齢者,改善要,男性,周りの方から物忘れについて指摘されることがあるとのことですが、これは早期のサポートが必要なサインかもしれません。ぜひ、かかりつけ医や信頼できる方に相談し、日常生活をより快適にするための工夫を一緒に考えてみましょう。,,,,
KHQ_Q10,,前期高齢者,改善要,女性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こりうることですので、まずは日常生活での工夫やメモを活用してみてはいかがでしょうか。気になることがあれば、ぜひ専門家に相談してみてください。,,,,
KHQ_Q10,,後期高齢者,正常,男性,周りの方から物忘れについて指摘されていないとのこと、素晴らしいことです。この調子で日々の活動を楽しみながら、何か気になることがあればいつでもご相談ください。,,,,
KHQ_Q10,,後期高齢者,正常,女性,周りの方から物忘れについて指摘されることはないとのことで、素晴らしい状態を維持されていますね。今後も健康を大切にし、気になることがあればいつでも相談してください。,,,,
KHQ_Q10,,後期高齢者,注意,男性,周りの方から物忘れについて指摘されることがあるとのことですが、これは軽度の認知機能の変化を示す可能性がありますので、ぜひご相談を検討してみてください。日常生活の中でメモを活用するなど、少しずつ工夫を取り入れていくことも大切です。,,,,
KHQ_Q10,,後期高齢者,注意,女性,周りの方から物忘れについて指摘されることがあるとのことですが、これは誰にでも起こりうることですので、まずは日常生活の中でメモを活用するなどの工夫をしてみてください。また、気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q10,,後期高齢者,改善要,男性,周りの方から物忘れについて指摘されることがあるとのことですが、これは認知機能の変化を示すサインかもしれません。ぜひ、かかりつけの医師やご家族と相談し、日常生活をより快適にするためのサポートを受けてみてください。,,,,
KHQ_Q10,,後期高齢者,改善要,女性,周りの方から物忘れを指摘されることがあるとのことですが、これは誰にでも起こりうることですので、まずはご自身の気持ちを大切にしながら、必要に応じて専門家に相談してみることをお勧めします。日常生活でのメモやカレンダーの活用も、役立つかもし。,,,,
KHQ_Q11,,青年期,正常,男性,今日が何月何日かわからないことがないとのことで、素晴らしい状態を維持されていますね。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q11,,青年期,正常,女性,今日が何月何日かわからないことがあるとのことですが、現在の状態は正常ですので、安心してください。もし何か気になることが続くようでしたら、ぜひ相談してみてください。,,,,
KHQ_Q11,,青年期,注意,男性,最近、日付を忘れることがあるとのことですが、これは一時的なものである可能性もあります。もし不安が続くようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,青年期,注意,女性,最近、日付を忘れることがあるとのことですが、これは一時的なものである可能性もあります。もし気になることが続くようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,青年期,改善要,男性,最近、日付がわからないことがあるとのことですが、これは一時的なことかもしれません。日常生活の中でカレンダーを活用したり、周囲の方に声をかけてもらうことで改善が期待できますので、何か気になることがあればぜひご相談ください。,,,,
KHQ_Q11,,青年期,改善要,女性,最近、日付がわからなくなることがあるとのことですが、これは一時的なことかもしれません。もし気になるようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,壮年期,正常,男性,今日が何月何日かわからないことがないとのことで、素晴らしい状態を維持されていますね。引き続き、日常生活を楽しみながら、何か気になることがあればいつでもご相談ください。,,,,
KHQ_Q11,,壮年期,正常,女性,今日が何月何日かわからないことがないとのことで、素晴らしい状態を維持されていますね。もし何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q11,,壮年期,注意,男性,最近、日付がわからないことがあるとのことですが、これは一時的なことかもしれません。もし気になるようでしたら、かかりつけ医に相談してみると良いでしょう。,,,,
KHQ_Q11,,壮年期,注意,女性,最近、日付がわからないことがあるとのことですが、これは一時的なことかもしれません。もし気になるようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,壮年期,改善要,男性,最近、日付がわからないことがあるとのことですが、これは一時的なものである場合もありますので、日常生活の中でカレンダーを活用することをお勧めします。もし不安が続くようでしたら、ぜひ専門家に相談してみてください。,,,,
KHQ_Q11,,壮年期,改善要,女性,最近、日付がわからなくなることがあるとのことですが、日常生活の中でカレンダーを活用するなどの工夫が役立つかもしれません。もし不安が続くようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,前期高齢者,正常,男性,今日が何月何日かわからないことがないとのことで、素晴らしい状態を維持されていますね。もし何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q11,,前期高齢者,正常,女性,今日が何月何日かわからないことがないとのことで、素晴らしい状態を維持されていますね。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q11,,前期高齢者,注意,男性,最近、日付がわからなくなることがあるとのことですが、これは一時的なことかもしれません。もし気になるようでしたら、身近な方に相談しながら、日常生活のリズムを整えてみると良いでしょう。,,,,
KHQ_Q11,,前期高齢者,注意,女性,最近、日付がわからないことがあるとのことですが、これは時折誰にでも起こることです。もし気になることが続くようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,前期高齢者,改善要,男性,最近、日付がわからなくなることがあるとのことですが、日常生活に役立つカレンダーや声かけを取り入れることで、少しずつ改善できるかもしれません。もし不安が続くようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,前期高齢者,改善要,女性,最近、日付がわからなくなることがあるとのことですが、日常生活に役立つカレンダーや声かけを取り入れることで、少しずつ改善できるかもしれません。もし不安が続くようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,後期高齢者,正常,男性,今日が何月何日かわからないことがないとのことで、素晴らしい状態を維持されていますね。もし何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q11,,後期高齢者,正常,女性,今日が何月何日かわからないことがないとのことで、素晴らしい状態を維持されていますね。引き続き、日常生活を楽しみながら、何か気になることがあればいつでもご相談ください。,,,,
KHQ_Q11,,後期高齢者,注意,男性,最近、日付がわからないことがあるとのことですが、これは一時的なことかもしれません。もし不安が続くようでしたら、ぜひご相談ください。,,,,
KHQ_Q11,,後期高齢者,注意,女性,最近、日付がわからないことがあるとのことですが、これは誰にでも起こりうることですので、あまり心配しないでください。もし気になるようでしたら、日常生活の中でカレンダーを活用したり、周囲の方に声をかけてもらうことを試みてください。,,,,
KHQ_Q11,,後期高齢者,改善要,男性,最近、日付がわからないことがあるとのことですが、これは気になるサインかもしれません。日常生活の中でカレンダーを使ったり、周囲の方に声をかけてもらうことで改善が期待できますので、何か気になることがあればぜひご相談ください。,,,,
KHQ_Q11,,後期高齢者,改善要,女性,最近、日付がわからないことがあるとのことですが、これは一時的なことかもしれません。日常生活の中でカレンダーを活用したり、周囲の方に声をかけてもらうことで、少しずつ改善できるかもしれませんので、気になることがあればぜひご相談ください。,,,,
KHQ_Q12,,青年期,正常,男性,喫煙習慣がないことは素晴らしい選択ですので、その健康的なライフスタイルをぜひ維持してください。今後も健康を守るために、何か気になることがあればお気軽にご相談ください。,,,,
KHQ_Q12,,青年期,正常,女性,あなたは現在たばこを吸っていないとのこと、素晴らしい選択です。このまま健康を維持するために、受動喫煙を避けることや、健康的な生活習慣を続けることを心がけてくださいね。,,,,
KHQ_Q12,,青年期,注意,男性,喫煙の習慣があることから、健康リスクを軽減するために禁煙を考えることは大切です。ぜひ、相談を通じてサポートを受けながら、一歩ずつ健康的な生活を目指していきましょう。,,,,
KHQ_Q12,,青年期,注意,女性,喫煙の習慣があることから、健康への影響を考える良い機会です。禁煙についての相談やサポートを受けることで、より健康的な生活を目指す一歩を踏み出しましょう。,,,,
KHQ_Q12,,青年期,改善要,男性,喫煙習慣があることから、健康リスクを軽減するために禁煙を考えてみることをお勧めします。禁煙に向けたサポートもありますので、ぜひ相談してみてください。,,,,
KHQ_Q12,,青年期,改善要,女性,喫煙習慣があることをお知らせいただきありがとうございます。禁煙に向けたサポートが必要でしたら、ぜひご相談ください。,,,,
KHQ_Q12,,壮年期,正常,男性,喫煙をされていないとのことで、健康維持に向けた素晴らしい選択をされていますね。この調子で、受動喫煙にも気を付けながら、引き続き健康的な生活を楽しんでください。,,,,
KHQ_Q12,,壮年期,正常,女性,現在、たばこを吸っていないことは素晴らしい選択です。この調子で健康を維持し、受動喫煙にも注意を払いながら、さらなる健康づくりを楽しんでください。,,,,
KHQ_Q12,,壮年期,注意,男性,喫煙習慣があることから、健康リスクを軽減するために禁煙を考えることが大切です。ぜひ、専門家に相談して、あなたに合ったサポートを受けてみてください。,,,,
KHQ_Q12,,壮年期,注意,女性,現在たばこを吸っているとのことですが、禁煙することで健康リスクを軽減できる可能性がありますので、ぜひ相談してみてください。あなたの健康を守るための一歩を踏み出すことが大切です。,,,,
